"","sample_name","cluster_id","cluster_label","cluster_color","class_label","class_color","class_id","species_label","species_color","species_id","org_cl.id","donor","roi","gender.x","age","species","roi_color","dissection_roi","cluster_label.int","seurat_clusters","batch","facs_container","sample_name.y","gender.y","cell_prep_type","facs_population_plan","total_reads","percent_reads_aligned_to_exons","percent_reads_aligned_to_rrna","percent_reads_aligned_to_trna","percent_reads_aligned_to_rrna_rmsk","percent_reads_aligned_to_trna_rmsk","percent_reads_aligned_to_ncrna","percent_reads_aligned_to_mt_exons","percent_reads_aligned_to_introns","percent_reads_aligned_to_intergenic","percent_reads_aligned_unique","percent_reads_aligned_to_ecoli","percent_reads_aligned_to_synthetic_constructs","percent_reads_aligned_total","complexity_cg","Genes.With.FPKM","Genes.Detected","Genes.With.CPM","Genes.Detected.CPM","old.cluster","old.class","donor_color","roi_ap","donor_roi","roi_ap_color","org_cl.lab"
"2451","SM-D9CXN_S64_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170111","F1S4_161130_054","F1S4_161130_054_H01","M","Nuclei","NeuN-neg",2512327,30.21490845,0.026469484,0.008318981,0.221069948,3.98e-05,4.782060616,0,51.83459587,17.95049568,67.68776517,0.010358524,0.059005854,79.0983419,0.431550598,1794,1348,7129,4445,"Oligo MAG","Non-Neuronal","#7f7f7f","MC-p","H200.1025_MC","#123466",NA
"2452","SM-D9CXN_S65_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170111","F1S4_161130_055","F1S4_161130_055_A01","M","Nuclei","NeuN-pos",2911392,39.74914445,0.009480001,0.000137391,0.142371759,0.002610435,4.878147635,0,45.64902893,14.60182662,74.2422525,0.007025505,0.048182794,84.57782394,0.361817362,1880,1444,5726,3417,"Oligo MAG","Non-Neuronal","#7f7f7f","MC-p","H200.1025_MC","#123466",NA
"2453","SM-D9CXN_S72_E1-50",8,"Astro","#5A503F","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Astro_H",NA,"R8S4-170111","F1S4_161130_055","F1S4_161130_055_H01","M","Nuclei","NeuN-neg",2722898,37.70402771,0.001211944,0.005325209,0.132909863,0.007418567,11.09593529,0,47.12494622,15.17102607,72.89667112,0.006240777,0.064231932,85.97688933,0.402604768,2154,1678,6415,4025,"Astro CPAMD8","Non-Neuronal","#7f7f7f","MC-p","H200.1025_MC","#123466",NA
"2454","SM-D9CXN_S74_E1-50",1,"GABA1","#f45193","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","GABA1_H","5","R8S4-170111","F1S4_161130_069","F1S4_161130_069_B01","M","Nuclei","NeuN-pos",2427383,46.01780706,0.000988719,0.005849921,0.206353921,0.002101028,6.929026033,0,42.72037217,11.26182077,79.70003086,0.00636076,0.017321123,87.34390082,0.357134326,3301,2801,6225,4374,"LGN Inh LAMP5","GABAergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2455","SM-D9CXN_S76_E1-50",5,"K2","#7bb758","Glut","#00ADEE",2,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","K2_H","7","R8S4-170111","F1S4_161130_069","F1S4_161130_069_D01","M","Nuclei","NeuN-pos",2834182,35.07560439,0.027944571,0.009279573,0.098546953,0.006351039,10.37738579,0,50.98614042,13.93825519,81.34812796,0.00357881,0.00707294,89.05140884,0.329587572,5601,4834,9968,7882,"LGN Exc PRKCG GRB14","Glutamatergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2456","SM-D9CXN_S77_E1-50",2,"GABA2","#821d55","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","GABA2_H","3","R8S4-170111","F1S4_161130_069","F1S4_161130_069_E01","M","Nuclei","NeuN-pos",3015821,37.89109835,0.067013261,0.027189943,0.153490542,0.004841136,6.033547747,0,50.19161471,11.91728694,83.48681835,0.003948179,0.011669128,90.177169,0.303578237,4912,4209,8756,5956,"LGN Inh CTXN3","GABAergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2457","SM-D9CXN_S78_E1-50",8,"Astro","#5A503F","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","Astro_H",NA,"R8S4-170111","F1S4_161130_069","F1S4_161130_069_F01","M","Nuclei","NeuN-pos",2208650,26.46246078,0.100513889,0.018427546,0.481606411,0.000362212,2.982953388,0,51.56035217,21.97718705,60.90204424,0.012509904,0.110659,77.70570258,0.465682694,1749,1455,6919,4411,"Astro LGR6","Non-Neuronal","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2458","SM-D9CXN_S80_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","Oligo_H",NA,"R8S4-170111","F1S4_161130_069","F1S4_161130_069_H01","M","Nuclei","NeuN-neg",2084514,42.89579402,0.080690271,0.051954556,0.202205406,0.008683079,4.607932592,0,44.8110658,12.29314019,78.81453423,0.006179378,0.026411912,86.77965224,0.348226935,3198,2667,6941,4830,"Oligo MAG","Non-Neuronal","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2459","SM-D9CXN_S81_E1-50",2,"GABA2","#821d55","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","GABA2_H","3","R8S4-170111","F1S4_161130_070","F1S4_161130_070_A01","M","Nuclei","NeuN-pos",2402831,31.50637558,0.075785605,0.04823477,0.052937556,0.008906161,6.159234669,0,54.40207072,14.0915537,82.43447001,0.003413057,0.024704609,89.64234272,0.314480373,5425,4876,9560,7525,"LGN Inh CTXN3","GABAergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2460","SM-D9CXN_S83_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","Oligo_H",NA,"R8S4-170111","F1S4_161130_070","F1S4_161130_070_C01","M","Nuclei","NeuN-pos",2197861,33.11513727,0.046090267,0.018972992,0.183223598,0.001364963,4.084607716,0,52.72224975,14.16261297,74.35911552,0.007208372,0.050050481,84.74484965,0.379269615,2185,1885,6304,4016,"Oligo MAG","Non-Neuronal","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2461","SM-D9CXN_S85_E1-50",1,"GABA1","#f45193","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","GABA1_H","5","R8S4-170111","F1S4_161130_070","F1S4_161130_070_E01","M","Nuclei","NeuN-pos",2706581,37.88303721,0.086714567,0.054422905,0.16001738,0.012894497,7.118833687,0,49.81026634,12.30669645,82.0206009,0.004144343,0.028263333,89.85295471,0.324951521,4953,4246,8774,6693,"LGN Inh LAMP5","GABAergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2462","SM-D9CXN_S89_E1-50",1,"GABA1","#f45193","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","GABA1_H","5","R8S4-170111","F1S4_161130_071","F1S4_161130_071_A01","M","Nuclei","NeuN-pos",2675016,65.8744061,0.250989153,0.16123268,0.289979574,0.010766291,6.2787288,0,25.50775727,8.617836631,85.62064676,0.003337924,0.006173421,91.3049492,0.325317128,7616,6498,9834,7820,"LGN Inh LAMP5","GABAergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2463","SM-D9CXN_S91_E1-50",6,"MP","#2196F3","Glut","#00ADEE",2,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","MP_H","0","R8S4-170111","F1S4_161130_071","F1S4_161130_071_C01","M","Nuclei","NeuN-pos",2349582,23.65419172,0.025579018,0.013193836,0.217187568,0.004596562,5.074306834,0,59.9804498,16.36535848,74.32275188,0.008936909,0.007313216,81.66124868,0.390994952,5527,4915,11856,9259,"LGN Exc BTNL9","Glutamatergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2464","SM-D9CXN_S92_E1-50",2,"GABA2","#821d55","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","GABA2_H","6","R8S4-170111","F1S4_161130_071","F1S4_161130_071_D01","M","Nuclei","NeuN-pos",2508900,32.04035007,0.086133365,0.016222249,0.165211846,0.003746662,10.01434892,0,54.50427422,13.45537571,81.6284826,0.003215752,0.022328511,89.78580254,0.332094072,5991,5265,10264,8174,"LGN Inh NTRK1","GABAergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2465","SM-D9CXN_S93_E1-50",1,"GABA1","#f45193","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","GABA1_H","5","R8S4-170111","F1S4_161130_071","F1S4_161130_071_E01","M","Nuclei","NeuN-pos",2694384,59.14681883,0.289453916,0.100542462,0.222648294,0.01866846,5.764954067,0,30.90223924,9.950941927,85.42813497,0.003833158,0.013220462,91.63931348,0.315098001,6096,5189,8637,6540,"LGN Inh LAMP5","GABAergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2466","SM-D9CXN_S94_E1-50",8,"Astro","#5A503F","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","Astro_H",NA,"R8S4-170111","F1S4_161130_071","F1S4_161130_071_F01","M","Nuclei","NeuN-pos",2333598,31.67360682,0.184993302,0.090546872,0.218460935,0.009298945,1.689579782,0,41.52940767,26.79698551,70.07072341,0.011417134,0.03279828,79.23944055,0.438357936,3142,2607,9748,7217,"no class","no class","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2467","SM-D9CXN_S95_E1-50",1,"GABA1","#f45193","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","GABA1_H","5","R8S4-170111","F1S4_161130_071","F1S4_161130_071_G01","M","Nuclei","NeuN-pos",2444587,39.1248978,0.206456142,0.065000755,0.218319086,0.002127149,6.152245758,0,47.86074026,13.01436194,83.00146405,0.00455128,0.004616322,88.16540381,0.335125067,5373,4689,9095,7057,"LGN Inh LAMP5","GABAergic","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2468","SM-D9CXN_S96_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","PC","",NA,NA,"#FF7F00","PC","Oligo_H",NA,"R8S4-170111","F1S4_161130_071","F1S4_161130_071_H01","M","Nuclei","NeuN-neg",2428971,36.4992216,0.049691824,0.020049642,0.156362509,0.003128897,5.077870423,0,50.09164182,13.40913658,60.85033539,0.007166409,0.090833114,74.2988286,0.486599529,2689,2300,6935,4773,"Oligo MAG","Non-Neuronal","#7f7f7f","PC-p","H200.1025_PC","#FF7F00",NA
"2469","SM-D9D7U_S01_E1-50",6,"MP","#2196F3","Glut","#00ADEE",2,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","MP_H","2","R8S4-170329","F1S4_161130_007","F1S4_161130_007_A01","M","Nuclei","NeuN-pos",2209308,37.84138794,0.038971479,0.014348384,0.10550815,0.004888408,11.23541851,0,49.06056403,13.09804803,76.53324027,0.002622088,0.020585179,85.7840102,0.379205128,5726,5040,10474,7946,"LGN Exc BTNL9","Glutamatergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2470","SM-D9D7U_S02_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_007","F1S4_161130_007_B01","M","Nuclei","NeuN-pos",2144004,27.41956922,0.103497941,0.026912263,0.427284651,9.33e-05,1.87522971,0,57.72132127,14.85910951,42.45873608,0.015155289,0.194333126,67.67655284,0.618939096,1902,1530,9240,9240,"Oligo MAG","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2471","SM-D9D7U_S03_E1-50",10,"OPC","#3F574E","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","OPC_H",NA,"R8S4-170329","F1S4_161130_007","F1S4_161130_007_C01","M","Nuclei","NeuN-pos",2188938,36.31369583,0.173919956,0.052308471,0.107083892,0.000685264,4.105187082,0,48.92038405,14.76592012,69.3314749,0.008414583,0.037553371,78.36923659,0.434309403,1741,1425,6164,3477,"OPC PDGFRA","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2472","SM-D9D7U_S05_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_007","F1S4_161130_007_E01","M","Nuclei","NeuN-pos",1546651,28.49119587,0.034461556,0.021724358,0.428409512,0.000517247,3.487470671,0,54.16883066,17.33997346,60.87650026,0.010181353,0.059699312,72.72222369,0.530842605,1481,1252,6737,6737,"Astro LGR6","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2473","SM-D9D7U_S06_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_007","F1S4_161130_007_F01","M","Nuclei","NeuN-pos",2424999,42.74409758,0.449196062,0.215546481,0.576371372,0.023505164,3.729362363,0,41.93286964,15.32303277,70.83066838,0.007226807,0.032037539,79.95990926,0.445197178,2550,1986,8079,5001,"Astro LGR6","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2474","SM-D9D7U_S07_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_007","F1S4_161130_007_G01","M","Nuclei","NeuN-pos",2015475,39.94650617,0.212406505,0.09759486,0.182636847,0.001290018,7.559111376,0,48.11677784,11.936716,65.09269527,0.009226113,0.027836118,74.61903522,0.519303607,1764,1414,6166,3406,"no class","no class","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2475","SM-D9D7U_S08_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_007","F1S4_161130_007_H01","M","Nuclei","NeuN-neg",2026940,22.24024331,0.056982446,0.014307281,0.268730204,0.000148006,1.666156867,0,63.42461638,14.33514031,58.46408872,0.012380238,0.041118632,68.63533208,0.555051275,2275,1909,9647,6217,"Oligo MAG","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2476","SM-D9D7U_S09_E1-50",7,"Micro","#6E7C6F","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Micro_H",NA,"R8S4-170329","F1S4_161130_008","F1S4_161130_008_A01","M","Nuclei","NeuN-pos",2257929,59.07738799,0.172946094,0.0876024,0.143361461,0.006820409,8.182896805,0,31.76407092,9.158541095,68.35374363,0.007560911,0.073488582,82.91491894,0.443765858,1573,1200,4954,2529,"Micro C1QB","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2477","SM-D9D7U_S10_E1-50",1,"GABA1","#f45193","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","GABA1_H","5","R8S4-170329","F1S4_161130_008","F1S4_161130_008_B01","M","Nuclei","NeuN-pos",2637849,41.60275466,0.024110554,0.021987612,0.134276071,0.007847303,7.710828027,0,44.91683829,13.48040705,79.28001186,0.002992211,0.008543704,85.71366291,0.359270373,3928,3328,8425,5777,"LGN Inh LAMP5","GABAergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2478","SM-D9D7U_S11_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_008","F1S4_161130_008_C01","M","Nuclei","NeuN-pos",2526826,34.6595926,0.076340832,0.061025175,0.073412257,0.000989384,8.61507678,0,50.61069668,14.72971072,66.96155572,0.006304352,0.018082369,74.78817299,0.464155027,2174,1739,7850,4854,"Astro CPAMD8","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2479","SM-D9D7U_S12_E1-50",8,"Astro","#5A503F","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Astro_H",NA,"R8S4-170329","F1S4_161130_008","F1S4_161130_008_D01","M","Nuclei","NeuN-pos",1537943,30.64745098,0.128613349,0.08654417,0.549110078,0.000780263,2.492875224,0,52.49864868,16.85390035,56.65821165,0.01177872,0.056084653,68.11500816,0.541513351,1631,1351,7338,7338,"Astro LGR6","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2480","SM-D9D7U_S13_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_008","F1S4_161130_008_E01","M","Nuclei","NeuN-pos",2138504,48.49319589,0.05826503,0.043394822,0.067196507,0.01351412,5.475322936,0,40.54013353,10.96667057,68.00408136,0.00644703,0.09252917,82.78506844,0.432558726,1717,1354,5620,2970,"Micro C1QB","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2481","SM-D9D7U_S16_E1-50",7,"Micro","#6E7C6F","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Micro_H",NA,"R8S4-170329","F1S4_161130_008","F1S4_161130_008_H01","M","Nuclei","NeuN-neg",2289102,30.8015253,0.03027388,0.019658364,0.269188529,8.74e-05,3.352799482,0,54.08442536,15.11404933,63.87928541,0.008738361,0.065925852,76.58553441,0.465360207,1900,1465,7637,4486,"Micro C1QB","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2482","SM-D9D7Z_S01_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_009","F1S4_161130_009_A01","M","Nuclei","NeuN-pos",3188037,30.70172734,0.068474739,0.034566726,0.439957253,0.010288463,7.241352594,0,54.44609104,14.85218161,79.37392195,0.004816757,0.015160113,87.3386664,0.365008851,5964,5107,10549,7556,"LGN Exc BTNL9","Glutamatergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2483","SM-D9D7Z_S03_E1-50",4,"K1","#428418","Glut","#00ADEE",2,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","K1_H","5","R8S4-170329","F1S4_161130_009","F1S4_161130_009_C01","M","Nuclei","NeuN-pos",2968598,33.68859922,0.015394472,0.003435965,0.198410159,0.008219368,5.477602559,0,52.30493154,14.00646924,86.50015933,0.001698108,0.01297717,92.35743607,0.286491119,7177,6352,10865,8521,"LGN Inh TRPC4","GABAergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2484","SM-D9D7Z_S06_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_009","F1S4_161130_009_F01","M","Nuclei","NeuN-pos",3037335,47.79990179,0.017251966,0.038323069,0.194150464,0.000526778,6.258644502,0,42.65017522,9.549922987,83.47630406,0.004081868,0.029906481,91.30909169,0.338903631,2703,2032,6001,3283,"Oligo MAG","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2485","SM-D9D7Z_S07_E1-50",2,"GABA2","#821d55","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","GABA2_H","6","R8S4-170329","F1S4_161130_009","F1S4_161130_009_G01","M","Nuclei","NeuN-pos",3149094,31.46191608,0.088152338,0.026261522,0.121145955,0.005176092,11.27654494,0,56.24033974,12.29774418,84.95341835,0.002162209,0.005306606,91.4705944,0.322100181,5813,5012,10043,7397,"LGN Inh NTRK1","GABAergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2486","SM-D9D7Z_S09_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_010","F1S4_161130_010_A01","M","Nuclei","NeuN-pos",3172473,42.14206813,0.083940825,0.034610224,0.11312941,0.012955193,10.48371412,0,45.05978046,12.79815141,86.06295467,0.001380942,0.010071323,93.23102198,0.322278884,6826,5900,10074,7956,"LGN Exc BTNL9","Glutamatergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2487","SM-D9D7Z_S12_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_010","F1S4_161130_010_D01","M","Nuclei","NeuN-pos",2849289,45.59034214,0.09648021,0.043133568,0.218756328,0.011792416,7.748038195,0,43.89159347,10.51806439,80.00866181,0.004048729,0.043933416,90.30835412,0.368905185,2254,1699,5699,2917,"Oligo MAG","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2488","SM-D9D7Z_S13_E1-50",4,"K1","#428418","Glut","#00ADEE",2,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","K1_H","5","R8S4-170329","F1S4_161130_010","F1S4_161130_010_E01","M","Nuclei","NeuN-pos",3134100,22.35225314,0.008391564,0.01368814,0.346542867,0.006891931,3.754506876,0,63.03699244,14.61075441,81.72815162,0.002805909,0.009793561,88.13570084,0.340191305,6452,5678,12077,8957,"LGN Inh TRPC4","GABAergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2489","SM-D9D7Z_S15_E1-50",1,"GABA1","#f45193","GABA","#f02864",1,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","GABA1_H","5","R8S4-170329","F1S4_161130_010","F1S4_161130_010_G01","M","Nuclei","NeuN-pos",3062397,46.85568887,0.057275396,0.024588582,0.128657388,0.008620698,7.788212959,0,43.89435506,9.249956071,88.0879259,0.001633688,0.00972049,93.68798363,0.308642112,5552,4729,8443,6077,"LGN Inh LAMP5","GABAergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2490","SM-D9D81_S02_E1-50",6,"MP","#2196F3","Glut","#00ADEE",2,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","MP_H","0","R8S4-170329","F1S4_161130_011","F1S4_161130_011_B01","M","Nuclei","NeuN-pos",3354275,27.25906263,0.165758621,0.060102407,0.266972744,0.009748753,7.847478218,0,57.96545722,14.77548016,79.83188618,0.003988939,0.007852964,86.88849304,0.373162719,6946,5908,12415,9215,"LGN Exc BTNL9","Glutamatergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2491","SM-D9D81_S04_E1-50",10,"OPC","#3F574E","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","OPC_H",NA,"R8S4-170329","F1S4_161130_011","F1S4_161130_011_D01","M","Nuclei","NeuN-pos",2774814,38.74417098,0.026235993,0.010595305,0.10962897,0.006018421,12.55176023,0,48.21783979,13.03798923,83.7818679,0.001905713,0.014859374,92.0155369,0.332723599,6663,5829,10077,7923,"LGN Exc BTNL9","Glutamatergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2492","SM-D9D81_S05_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_011","F1S4_161130_011_E01","M","Nuclei","NeuN-pos",3087776,40.95252253,0.054861493,0.016613899,1.569835377,0.010654918,4.20555118,0,47.57208987,11.4753876,62.09080581,0.012938762,0.027795086,71.28703637,0.508047157,2183,1713,5493,3422,"Oligo MAG","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2493","SM-D9D81_S07_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_011","F1S4_161130_011_G01","M","Nuclei","NeuN-pos",3205184,40.34852044,0.012729378,0.001060782,0.112661239,0.003151145,5.816233951,0,46.73646062,12.91501894,80.54448668,0.005498904,0.02595202,88.24420064,0.355163853,2707,2022,7890,3848,"Oligo MAG","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2494","SM-D9D81_S09_E1-50",6,"MP","#2196F3","Glut","#00ADEE",2,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","MP_H","0","R8S4-170329","F1S4_161130_012","F1S4_161130_012_A01","M","Nuclei","NeuN-pos",2651773,44.14316499,0.208652852,0.075911475,0.217590269,0.010634394,13.15387856,0,45.14810044,10.70873456,86.63867533,0.001264437,0.001971134,93.67683433,0.330826243,8141,7139,10947,9158,"LGN Exc BTNL9","Glutamatergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2495","SM-D9D81_S11_E1-50",6,"MP","#2196F3","Glut","#00ADEE",2,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","MP_H","0","R8S4-170329","F1S4_161130_012","F1S4_161130_012_C01","M","Nuclei","NeuN-pos",3172565,36.90397417,0.289292733,0.146506061,0.246708893,0.010969042,10.86155839,0,49.97970921,13.11631662,85.98213118,0.001286656,0.002675438,92.6250526,0.324470713,7242,6308,10816,8656,"LGN Exc BTNL9","Glutamatergic","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
"2496","SM-D9D81_S16_E1-50",9,"Oligo","#577D70","Non-Neuronal","#53776C",3,"Human","#000000",2,NA,"H200.1025","MC","",NA,NA,"#123466","MC","Oligo_H",NA,"R8S4-170329","F1S4_161130_012","F1S4_161130_012_H01","M","Nuclei","NeuN-neg",3141806,43.36772119,0.079062807,0.012890675,0.229995105,0.00082755,6.00654528,0,43.87023921,12.7620396,81.96658228,0.004782918,0.019288588,88.91096395,0.358952035,2206,1698,5673,3047,"OPC PDGFRA","Non-Neuronal","#7f7f7f","MC-a","H200.1025_MC","#2467ca",NA
