"","sample_name","cluster_id","cluster_label","cluster_color","class_label","class_color","class_id","species_label","species_color","species_id","org_cl.id","donor","roi","gender.x","age","species","roi_color","dissection_roi","cluster_label.int","seurat_clusters","batch","facs_container","sample_name.y","gender.y","cell_prep_type","facs_population_plan","total_reads","percent_reads_aligned_to_exons","percent_reads_aligned_to_rrna","percent_reads_aligned_to_trna","percent_reads_aligned_to_rrna_rmsk","percent_reads_aligned_to_trna_rmsk","percent_reads_aligned_to_ncrna","percent_reads_aligned_to_mt_exons","percent_reads_aligned_to_introns","percent_reads_aligned_to_intergenic","percent_reads_aligned_unique","percent_reads_aligned_to_ecoli","percent_reads_aligned_to_synthetic_constructs","percent_reads_aligned_total","complexity_cg","Genes.With.FPKM","Genes.Detected","Genes.With.CPM","Genes.Detected.CPM","old.cluster","old.class","donor_color","roi_ap","donor_roi","roi_ap_color","org_cl.lab"
"46","SM-GE67D_S006_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_063","F2S4_180131_063_F01","M","Nuclei","NeuN-positive",1106198,16.42273806,0.005875982,0.001536795,0.005875982,0.000813598,0,0,48.93219839,24.53900658,79.78643968,0.002638768,0.004887009,84.00928224,0.336547546,6597,6445,11433,11433,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"47","SM-GE67D_S007_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_063","F2S4_180131_063_G01","M","Nuclei","NeuN-positive",1074389,14.83429186,0.002978437,9.31e-05,0.002978437,9.31e-05,0,0,52.59221753,23.23590431,81.94536616,0.003179482,0.00386173,85.56733176,0.315489146,6860,6735,11440,11440,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"48","SM-GE67D_S008_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180307","F2S4_180131_063","F2S4_180131_063_H01","M","Nuclei","NeuN-positive",1099366,16.39372147,0.003365576,9.1e-05,0.003365576,0,0,0,19.06980933,38.23349094,46.08319704,0.014496537,0.087707824,64.51254632,0.625506378,2338,2194,7633,7633,NA,NA,NA,NA,NA,NA,NA
"49","SM-GE67D_S009_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_064","F2S4_180131_064_A01","M","Nuclei","NeuN-positive",1000711,14.27624959,0.010392611,0.002798011,0.010392611,0.001998579,0,0,46.80572113,26.73469163,77.56854876,0.00389623,0.005481103,82.19376024,0.355093394,5533,5455,10682,10682,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"50","SM-GE67D_S010_E1-50",3,"GABA3","#FF88AD","GABA","#f02864",1,"Macaque","#939598",1,1,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","GABA3_M","3","R8S4-180307","F2S4_180131_064","F2S4_180131_064_B01","M","Nuclei","NeuN-positive",1089116,17.89083991,0.000734541,0.00036727,0.000734541,0.000183635,0,0,52.42168878,20.79796826,82.11072099,0.002862872,0.003599249,85.78728069,0.317655628,7667,7482,11942,11942,"LGN Inh DSEL","GABAergic",NA,NA,NA,NA,NA
"51","SM-GE67D_S011_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_064","F2S4_180131_064_C01","M","Nuclei","NeuN-positive",972989,15.12822858,0.006783222,0.00051388,0.006783222,0.00051388,0,0,52.18753758,23.01166817,80.95476927,0.00341011,0.003549886,84.79561434,0.321863058,7254,7165,11683,11683,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"52","SM-GE67D_S012_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_064","F2S4_180131_064_D01","M","Nuclei","NeuN-positive",1146236,13.03762925,0.008113512,0.001395873,0.008113512,0.000261726,0,0,52.92531381,24.03379409,80.39077467,0.002951399,0.003411165,84.31439948,0.323603511,6739,6629,11823,11823,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"53","SM-GE67D_S013_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_064","F2S4_180131_064_E01","M","Nuclei","NeuN-positive",1121184,11.99820904,0.007670463,0.001159489,0.007670463,0.000802723,0,0,51.06369695,25.12567072,76.7725904,0.004121536,0.004172375,81.28969018,0.357313934,6049,5965,11704,11704,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"54","SM-GE67D_S014_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_064","F2S4_180131_064_F01","M","Nuclei","NeuN-positive",1157689,16.17705619,0.002677749,0.000345516,0.002677749,0,0,0,50.73003199,22.89682289,80.06407593,0.002718347,0.003142467,84.00295762,0.332810112,8000,7812,12611,12611,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"55","SM-GE67D_S015_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","0","R8S4-180307","F2S4_180131_064","F2S4_180131_064_G01","M","Nuclei","NeuN-positive",1197918,13.25624959,0.006511297,0.000667825,0.006511297,0.000333913,0,0,50.85239557,24.6063587,79.4662072,0.003683057,0.003158814,83.28057513,0.337361738,7535,7394,12527,12527,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"56","SM-GE67D_S016_E1-50",5,"M","#90caf9","Glut","#00ADEE",2,"Macaque","#939598",1,7,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","M_M","4","R8S4-180307","F2S4_180131_064","F2S4_180131_064_H01","M","Nuclei","NeuN-positive",1299048,13.45100412,0.010084308,0.001000733,0.010084308,0.000615836,0,0,52.1647391,24.91717011,81.28244684,0.002972946,0.00236019,85.37536719,0.321130218,8595,8418,13080,13080,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"57","SM-GE67D_S017_E1-50",3,"GABA3","#FF88AD","GABA","#f02864",1,"Macaque","#939598",1,1,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","GABA3_M","3","R8S4-180307","F2S4_180131_065","F2S4_180131_065_A01","M","Nuclei","NeuN-positive",1087749,14.51759551,0.001011263,0.001562861,0.001011263,0.001470928,0,0,56.20074116,21.10670752,82.46911742,0.002655944,0.005775229,86.49762031,0.311423509,5707,5594,10644,10644,"LGN Inh DSEL","GABAergic",NA,NA,NA,NA,NA
"58","SM-GE67D_S018_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_065","F2S4_180131_065_B01","M","Nuclei","NeuN-positive",1042448,15.45938023,0.004988258,0.002014489,0.004988258,0.001438921,0,0,50.44817583,24.43584716,80.78580418,0.003094639,0.003762298,84.760295,0.330124843,6992,6858,11524,11524,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"59","SM-GE67D_S019_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","K1_M","1","R8S4-180307","F2S4_180131_065","F2S4_180131_065_C01","M","Nuclei","NeuN-positive",1264372,14.30093359,0.005694527,0.000395453,0.005694527,0.000237272,0,0,51.11636449,25.44338217,81.58231913,0.003138317,0.003904705,85.5427042,0.323024933,7070,6900,12160,12160,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"60","SM-GE67D_S020_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","K1_M","0","R8S4-180307","F2S4_180131_065","F2S4_180131_065_D01","M","Nuclei","NeuN-positive",1141540,11.59468788,0.006920476,0.000700808,0.006920476,0.000613207,0,0,52.20710619,26.41957356,80.29101039,0.003151007,0.004317851,84.57268252,0.33299531,6079,6003,11713,11713,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"61","SM-GE67D_S021_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180307","F2S4_180131_065","F2S4_180131_065_E01","M","Nuclei","NeuN-positive",749182,7.342007683,0.00734134,0.001334789,0.00734134,0.00120131,0,0,5.996006311,34.70264902,23.08451084,0.020052537,0.092906664,41.99873996,0.83210065,1801,1799,5867,5867,NA,NA,NA,NA,NA,NA,NA
"62","SM-GE67D_S022_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_065","F2S4_180131_065_F01","M","Nuclei","NeuN-positive",1187706,13.74111102,0.008335396,0.002610074,0.008335396,0.002020702,0,0,50.03603585,25.37715563,79.08160774,0.003068941,0.006898172,83.54053949,0.348475436,5814,5692,11272,11272,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"63","SM-GE67D_S023_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","0","R8S4-180307","F2S4_180131_065","F2S4_180131_065_G01","M","Nuclei","NeuN-positive",1213996,12.47030468,0.006425062,0.002141687,0.006425062,0.001400334,0,0,50.25807334,25.76235836,78.01936744,0.004396225,0.004588977,82.5553791,0.347439604,7184,7048,12446,12446,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"64","SM-GE67D_S024_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_065","F2S4_180131_065_H01","M","Nuclei","NeuN-positive",916421,11.89900712,0.006547209,0.002073283,0.006547209,0.001636802,0,0,54.23162498,23.82474867,81.06252476,0.003775557,0.006381347,85.20265249,0.325253374,5444,5404,9966,9966,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"65","SM-GE67D_S025_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_116","F2S4_180131_116_A01","M","Nuclei","NeuN-positive",1013649,11.83318881,0.005721902,0.000591921,0.005721902,0.000591921,0,0,52.87915245,24.708257,79.80898713,0.002702119,0.005107291,84.01675531,0.327468746,5871,5822,10938,10938,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"66","SM-GE67D_S026_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","K1_M","1","R8S4-180307","F2S4_180131_116","F2S4_180131_116_B01","M","Nuclei","NeuN-positive",1117783,12.8600095,0.007425413,0.000805165,0.007425413,0.00062624,0,0.000715702,52.15019373,25.32763515,80.91311104,0.002844022,0.003996303,84.92247601,0.327486153,7275,7161,12046,12046,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"67","SM-GE67D_S027_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180307","F2S4_180131_116","F2S4_180131_116_C01","M","Nuclei","NeuN-positive",1070294,13.36259009,0.038867825,9.34e-05,0.038867825,9.34e-05,0,0,13.84647583,42.40208765,41.58427497,0.010213082,0.051981044,57.15130609,0.709489177,2568,2469,7362,7362,NA,NA,NA,NA,NA,NA,NA
"68","SM-GE67D_S028_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180307","F2S4_180131_116","F2S4_180131_116_D01","M","Nuclei","NeuN-positive",1098622,8.792287065,0.017294392,0.000182046,0.017294392,0.000182046,0,0,19.54402879,40.24405118,46.23391849,0.007723312,0.02370242,56.62347923,0.507700604,4570,4501,13846,13846,NA,NA,NA,NA,NA,NA,NA
"69","SM-GE67D_S029_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_116","F2S4_180131_116_E01","M","Nuclei","NeuN-positive",1176066,17.27641136,0.006037076,0.000680234,0.006037076,0.000595205,0,0,48.50977751,24.23052788,80.18708134,0.002806815,0.003174142,84.25896166,0.334177199,8380,8171,12658,12658,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"70","SM-GE67D_S030_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_116","F2S4_180131_116_F01","M","Nuclei","NeuN-positive",1250724,15.8083638,0.003917731,0.001838935,0.003917731,0.001039398,0,0,49.16232518,24.81090952,80.13678477,0.002549723,0.004586144,84.21746125,0.330071938,7928,7725,12671,12671,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"71","SM-GE67D_S031_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_116","F2S4_180131_116_G01","M","Nuclei","NeuN-positive",1080764,15.91448272,0.008234915,0.001480434,0.008234915,0.001202853,0,0,47.01100333,24.86999937,77.47889456,0.004411694,0.00865869,82.46740269,0.359825955,5535,5425,10489,10489,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"72","SM-GE67D_S032_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_116","F2S4_180131_116_H01","M","Nuclei","NeuN-positive",1198112,11.19636562,0.005174808,0.001585828,0.005174808,0.001168505,0,0,50.57156593,27.40052683,79.41803437,0.003310208,0.005439391,83.6087945,0.317750259,6278,6202,11643,11643,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"73","SM-GE67D_S033_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_117","F2S4_180131_117_A01","M","Nuclei","NeuN-positive",1050932,16.95295224,0.010371746,0.000951536,0.010371746,0.000475768,0,0.000761229,49.24676382,23.64463162,79.76205882,0.002464479,0.007638934,84.292704,0.32913605,6238,6068,11201,11201,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"74","SM-GE67D_S034_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","0","R8S4-180307","F2S4_180131_117","F2S4_180131_117_B01","M","Nuclei","NeuN-positive",984940,16.38993238,0.007208561,0.002335168,0.007208561,0.001827522,0,0,49.6299267,24.58017747,81.03610372,0.002643816,0.003927143,85.14254675,0.331426603,7501,7376,11868,11868,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"75","SM-GE67D_S035_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_117","F2S4_180131_117_C01","M","Nuclei","NeuN-positive",1025617,19.8548776,0.010920256,0.000487511,0.010920256,0.000390009,0,0,40.38242346,23.30811599,73.40274196,0.005454278,0.010600448,78.59181351,0.390501695,5894,5685,10414,10414,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"76","SM-GE67D_S036_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_117","F2S4_180131_117_D01","M","Nuclei","NeuN-positive",1119891,12.9837636,0.004732603,0.001607299,0.004732603,0.001339416,0,0,51.23704003,25.16503838,79.65543075,0.002655616,0.0054291,83.82038966,0.327909928,6460,6363,11598,11598,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"77","SM-GE67D_S037_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","0","R8S4-180307","F2S4_180131_117","F2S4_180131_117_E01","M","Nuclei","NeuN-positive",1135601,16.96203156,0.005107428,0.00096865,0.005107428,0.00096865,0,0,47.75638627,24.54409603,79.4743048,0.003042442,0.003908063,83.62549874,0.345972627,7978,7781,12632,12632,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"78","SM-GE67D_S038_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180307","F2S4_180131_117","F2S4_180131_117_F01","M","Nuclei","NeuN-positive",733029,9.337147644,0.001500623,0.000545681,0.001500623,0.000272841,0,0,7.092625258,36.68204123,26.52555356,0.013483778,0.057160085,42.65724821,0.824458948,2245,2232,6167,6167,NA,NA,NA,NA,NA,NA,NA
"79","SM-GE67D_S039_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_117","F2S4_180131_117_G01","M","Nuclei","NeuN-positive",1117367,17.09688938,0.006622712,0.001968914,0.006622712,0.000894961,0,0,48.41578461,24.71739366,80.21249956,0.002331374,0.004565197,84.41326798,0.335462576,7479,7300,12099,12099,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"80","SM-GE67D_S040_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_117","F2S4_180131_117_H01","M","Nuclei","NeuN-positive",1000194,13.72913655,0.004599108,0,0.004599108,0,0,0,50.46840913,25.97556074,80.75613331,0.003551311,0.005576918,85.16417815,0.333260833,6643,6561,11274,11274,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"81","SM-GE67D_S041_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_118","F2S4_180131_118_A01","M","Nuclei","NeuN-positive",1007922,10.55418971,0.014584462,0,0.014584462,0,0,0,19.82345856,16.08001413,38.47758061,0.008730834,0.027418788,44.51048791,0.612128133,2154,2127,6418,6418,NA,NA,NA,NA,NA,NA,NA
"82","SM-GE67D_S042_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180307","F2S4_180131_118","F2S4_180131_118_B01","M","Nuclei","NeuN-positive",575384,21.90589241,0.036844959,0.000521391,0.036844959,0.000173797,0,0,11.5395979,34.76495697,44.57301559,0.017178093,0.083422549,61.95271332,0.657528616,2401,2309,6408,6408,NA,NA,NA,NA,NA,NA,NA
"83","SM-GE67D_S043_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_118","F2S4_180131_118_C01","M","Nuclei","NeuN-positive",778659,12.52011471,0.003210648,0.001797963,0.003210648,0.00064213,0,0,52.65321534,25.23774849,80.8267804,0.003529144,0.007388343,85.03247249,0.32976413,5794,5757,10588,10588,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"84","SM-GE67D_S044_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","0","R8S4-180307","F2S4_180131_118","F2S4_180131_118_D01","M","Nuclei","NeuN-positive",1086329,14.85921852,0.004510604,0.001012585,0.004510604,0.000920531,0,0,50.41861167,24.51172711,80.06349826,0.002578409,0.002352878,83.94445881,0.332207995,8036,7895,12846,12846,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"85","SM-GE67D_S045_E1-50",10,"Low Quality","#444444","Low Quality","#000000",0,"Macaque","#939598",1,10,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","Low Quality_M",NA,"R8S4-180307","F2S4_180131_118","F2S4_180131_118_E01","M","Nuclei","NeuN-positive",766961,23.28645133,0.000912693,0.000130385,0.000912693,0,0,0,7.295286201,38.64485939,41.4310506,0.011636837,0.051508486,56.80001982,0.702201575,2935,2790,5544,5544,NA,NA,NA,NA,NA,NA,NA
"86","SM-GE67D_S046_E1-50",7,"K1","#1e633b","Glut","#00ADEE",2,"Macaque","#939598",1,5,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","K1_M","1","R8S4-180307","F2S4_180131_118","F2S4_180131_118_F01","M","Nuclei","NeuN-positive",1042688,14.18554735,0.00594617,0.000767248,0.00594617,0.000383624,0,0,49.44125184,25.0610921,78.30108335,0.003287657,0.006003713,82.80722517,0.346151999,6821,6718,11750,11750,"LGN Exc PRKCG SYNDIG1L","Glutamatergic",NA,NA,NA,NA,NA
"87","SM-GE67D_S047_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_118","F2S4_180131_118_G01","M","Nuclei","NeuN-positive",1015425,11.89974641,0.005810375,9.85e-05,0.005810375,0,0,0,52.82704286,24.80508162,80.258217,0.002469902,0.00322919,83.98542482,0.328146053,6728,6670,11973,11973,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"88","SM-GE67D_S048_E1-50",6,"P","#0d47a1","Glut","#00ADEE",2,"Macaque","#939598",1,8,"Q18.27.001","Macaque LGN Parvocellular","M","2.8 yrs","M. nemestrina","#FF7F00","PC","P_M","2","R8S4-180307","F2S4_180131_118","F2S4_180131_118_H01","M","Nuclei","NeuN-positive",983139,13.46513565,0.006713191,0.0020343,0.006713191,0.00183087,0,0,51.82115652,25.1847399,80.48343113,0.003398299,0.004208967,84.62221517,0.330977963,5879,5809,11109,11109,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"89","SM-GE67F_S025_E1-50",5,"M","#90caf9","Glut","#00ADEE",2,"Macaque","#939598",1,7,"Q18.27.001","Macaque LGN Magnocellular","M","2.8 yrs","M. nemestrina","#123466","MC","M_M","4","R8S4-180228","F2S4_180131_007","F2S4_180131_007_A01","M","Nuclei","NeuN-positive",1244116,13.34666542,0.009404268,0.000241135,0.009323889,0.000160757,0,0.000241135,51.54631883,24.17483579,79.71965637,0.003242463,0.002519861,83.69790277,0.337436714,8524,8388,13175,13175,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"90","SM-GE67F_S026_E1-50",5,"M","#90caf9","Glut","#00ADEE",2,"Macaque","#939598",1,7,"Q18.27.001","Macaque LGN Magnocellular","M","2.8 yrs","M. nemestrina","#123466","MC","M_M","4","R8S4-180228","F2S4_180131_007","F2S4_180131_007_B01","M","Nuclei","NeuN-positive",972276,15.40118238,0.00987374,0.001851326,0.00987374,0.001131366,0,0,49.54128252,26.24635392,82.28445421,0.002919953,0.002147538,85.90173984,0.327637038,8314,8211,12592,12592,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
"91","SM-GE67F_S027_E1-50",5,"M","#90caf9","Glut","#00ADEE",2,"Macaque","#939598",1,7,"Q18.27.001","Macaque LGN Magnocellular","M","2.8 yrs","M. nemestrina","#123466","MC","M_M","4","R8S4-180228","F2S4_180131_007","F2S4_180131_007_C01","M","Nuclei","NeuN-positive",1058711,11.80095418,0.013129173,0.001038999,0.013129173,0.000661181,0,0,50.96915022,25.9025362,78.9246546,0.003934029,0.00228202,83.17491742,0.355848382,7500,7432,12665,12665,"LGN Exc IL15RA","Glutamatergic",NA,NA,NA,NA,NA
